<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20210518,000000,166.581,168.643,159.657,162.289,980316.7424721931,0
CDR,D,20210519,000000,161.336,162.573,158.468,161.395,606384.1983513738,0
CDR,D,20210520,000000,161.542,168.32,161.523,167.544,714032.8343355046,0
CDR,D,20210521,000000,167.544,168.358,163.684,165.156,690772.3961362225,0
CDR,D,20210524,000000,164.194,164.194,160.472,160.59,485010.42746128776,0
CDR,D,20210525,000000,161.542,165.785,154.746,157.418,672436.9191787833,0
CDR,D,20210526,000000,157.516,160.55,154.274,154.274,411018.91754918033,0
CDR,D,20210527,000000,158.085,167.544,157.997,167.544,1165195.7351144287,0
CDR,D,20210528,000000,169.635,174.664,166.109,170.48,627203.0287239125,0
CDR,D,20210531,000000,171.875,171.875,165.274,165.726,535554.1531190046,0
CDR,D,20210601,000000,153.331,155.178,149.874,150.64,1866393.3283057308,0
CDR,D,20210602,000000,151.25,158.891,150.071,158.695,1270173.671628331,0
CDR,D,20210604,000000,161.876,168.142,158.93,168.142,525758.194444673,0
CDR,D,20210607,000000,167.612,170.578,164.135,166.728,462941.26580798853,0
CDR,D,20210608,000000,166.257,169.124,164.999,167.946,425631.9098466667,0
CDR,D,20210609,000000,169.91,175.607,167.749,173.347,895837.9262150371,0
CDR,D,20210610,000000,173.937,175.076,169.497,170.893,289383.4730930089,0
CDR,D,20210611,000000,170.893,183.169,169.734,182.481,686973.5475951214,0
CDR,D,20210614,000000,182.874,184.544,179.397,183.444,413854.5630026726,0
CDR,D,20210615,000000,188.08,201.044,187.49,195.426,1601521.642877764,0
CDR,D,20210616,000000,203.303,207.869,182.678,182.816,1557341.5739827894,0
CDR,D,20210617,000000,181.695,183.071,175.037,177.767,858533.6611791283,0
CDR,D,20210618,000000,178.749,180.576,175.803,180.576,905496.4299033018,0
CDR,D,20210621,000000,180.576,181.322,176.215,180.105,261484.1836599348,0
CDR,D,20210622,000000,179.712,182.639,173.957,174.605,362933.090679507,0
CDR,D,20210623,000000,173.937,175.528,169.95,174.821,585568.4225340667,0
CDR,D,20210624,000000,174.821,179.142,173.387,176.824,401469.3596646944,0
CDR,D,20210625,000000,176.786,180.812,175.803,176.51,520511.48671689664,0
CDR,D,20210628,000000,176.412,184.249,174.879,182.187,513270.15441339964,0
CDR,D,20210629,000000,181.695,189.788,181.695,184.996,679952.1432693434,0
CDR,D,20210630,000000,184.033,186.606,179.339,181.715,515475.54330111365,0
CDR,D,20210701,000000,181.794,187.55,181.794,185.389,371766.86445132055,0
CDR,D,20210702,000000,186.293,189.357,185.428,186.803,268993.29864000104,0
CDR,D,20210705,000000,189.18,189.455,185.958,188.473,149600.91591957735,0
CDR,D,20210706,000000,188.473,189.062,183.975,183.975,445706.44692423503,0
CDR,D,20210707,000000,186.293,190.044,183.522,189.946,414932.82100455416,0
CDR,D,20210708,000000,188.571,190.437,183.483,184.131,325598.2800911391,0
CDR,D,20210709,000000,185.762,186.489,183.758,184.642,224846.8298527576,0
CDR,D,20210712,000000,186.803,198.392,186.704,198.244,1051480.7524114533,0
CDR,D,20210713,000000,198.883,202.469,197.705,199.816,424730.81604905706,0
CDR,D,20210714,000000,199.375,199.571,192.008,192.441,335093.87416627083,0
CDR,D,20210715,000000,192.479,194.129,189.671,191.438,407428.79694989114,0
CDR,D,20210716,000000,191.458,194.424,190.044,190.672,284203.9655806552,0
CDR,D,20210719,000000,190.143,190.536,181.342,182.972,517859.1145781702,0
CDR,D,20210720,000000,183.522,185.428,181.833,184.249,406870.83152493846,0
CDR,D,20210721,000000,184.642,190.771,177.178,181.185,423454.0119561801,0
CDR,D,20210722,000000,183.955,187.588,181.932,182.717,258756.4658251407,0
CDR,D,20210723,000000,184.151,185.703,182.541,182.953,223451.91629036597,0
CDR,D,20210726,000000,185.527,185.527,179.084,180.714,344902.0510616002,0
CDR,D,20210727,000000,181.126,181.48,177.983,179.948,322866.48951601237,0
CDR,D,20210728,000000,179.948,180.773,173.642,180.498,681297.1657627235,0
CDR,D,20210729,000000,182.678,185.919,179.594,180.714,549836.2352648317,0
CDR,D,20210730,000000,179.397,181.5,175.449,181.44,312687.69325081864,0
CDR,D,20210802,000000,180.203,180.203,171.482,171.875,843849.3959258969,0
CDR,D,20210803,000000,173.839,174.212,170.991,172.385,418846.724459928,0
CDR,D,20210804,000000,172.385,174.821,169.576,171.973,248565.45133896935,0
CDR,D,20210805,000000,172.739,176.569,171.619,175.056,295857.09384464065,0
CDR,D,20210806,000000,175.116,175.154,170.401,171.011,185100.95699010565,0
CDR,D,20210809,000000,171.875,172.11,167.612,168.928,234301.69652461365,0
CDR,D,20210810,000000,169.517,169.714,163.193,163.193,536608.9928640013,0
CDR,D,20210811,000000,163.231,165.549,161.149,164.371,230603.6483066363,0
CDR,D,20210812,000000,164.017,165.078,161.797,163.88,178725.08200635575,0
CDR,D,20210813,000000,164.607,169.792,163.507,165.884,201084.42640802826,0
CDR,D,20210816,000000,165.884,167.454,162.053,162.053,284280.32946180337,0
CDR,D,20210817,000000,162.545,168.476,161.562,167.965,403969.00404111436,0
CDR,D,20210818,000000,167.101,167.357,163.526,163.624,218801.8650206668,0
CDR,D,20210819,000000,164.095,165.667,161.641,165.294,196421.13873227077,0
CDR,D,20210820,000000,165.274,165.294,161.444,162.78,420206.00154445716,0
CDR,D,20210823,000000,163.193,164.783,161.268,162.269,194880.62470313706,0
CDR,D,20210824,000000,163.251,163.899,162.072,162.819,182185.89310021314,0
CDR,D,20210825,000000,162.76,163.428,161.208,162.623,234100.0958783763,0
CDR,D,20210826,000000,162.034,167.847,160.285,165.039,468417.06517921964,0
CDR,D,20210827,000000,165.216,165.471,162.545,164.783,209360.23475487911,0
CDR,D,20210830,000000,164.881,166.846,161.464,164.626,448320.1280298471,0
CDR,D,20210831,000000,164.783,169.537,164.292,166.296,731089.4708298955,0
CDR,D,20210901,000000,167.946,170.794,166.375,167.317,446597.3588710282,0
CDR,D,20210902,000000,176.786,189.513,176.393,186.587,1648490.5207124518,0
CDR,D,20210903,000000,186.587,188.629,181.695,183.68,433957.609262539,0
CDR,D,20210906,000000,183.994,185.821,181.715,184.642,303865.1195149122,0
CDR,D,20210907,000000,183.562,184.23,178.553,181.695,432452.73171127785,0
CDR,D,20210908,000000,181.695,181.695,175.116,175.312,474538.3938924687,0
CDR,D,20210909,000000,174.723,177.453,173.446,177.453,331577.062892898,0
CDR,D,20210910,000000,177.472,180.576,175.98,178.18,313364.7863303867,0
CDR,D,20210913,000000,179.004,185.33,178.258,184.583,498257.0153786704,0
CDR,D,20210914,000000,185.625,186.371,180.949,185.408,435293.46809018345,0
CDR,D,20210915,000000,184.053,188.178,183.307,187.452,357224.1269244886,0
CDR,D,20210916,000000,187.588,192.99,187.588,192.853,608791.1878853252,0
CDR,D,20210917,000000,193.482,195.858,188.846,191.517,1098901.704422526,0
CDR,D,20210920,000000,188.689,188.826,180.714,181.126,391293.6179547527,0
CDR,D,20210921,000000,180.91,184.642,179.732,181.5,373774.7254331097,0
CDR,D,20210922,000000,182.874,189.239,182.481,186.704,451874.61215126375,0
CDR,D,20210923,000000,187.588,192.99,187.019,189.553,261670.51152995258,0
CDR,D,20210924,000000,189.297,189.357,180.733,180.733,369801.76724297844,0
CDR,D,20210927,000000,182.088,182.816,174.035,177.944,301197.4745999662,0
CDR,D,20210928,000000,177.079,181.695,175.803,180.537,235098.93544385763,0
CDR,D,20210929,000000,180.714,183.562,179.732,180.812,140105.32184443553,0
CDR,D,20210930,000000,182.776,188.374,181.185,188.374,370771.0794410811,0
CDR,D,20211001,000000,187.097,191.91,183.189,186.155,441695.8158860701,0
CDR,D,20211004,000000,184.76,184.76,179.241,180.812,430942.76323460345,0
CDR,D,20211005,000000,180.714,190.536,179.241,190.536,525981.1769776338,0
CDR,D,20211006,000000,189.258,190.319,184.642,189.69,382589.15368836094,0
CDR,D,20211007,000000,186.606,193.776,186.293,190.634,503752.1602664637,0
CDR,D,20211008,000000,190.417,193.187,189.219,191.38,257756.60807456868,0
CDR,D,20211011,000000,191.282,194.366,189.357,191.713,277220.23410292104,0
CDR,D,20211012,000000,191.675,201.142,191.675,200.259,629265.8717001363,0
CDR,D,20211013,000000,199.423,205.66,197.213,205.12,409853.0956302435,0
CDR,D,20211014,000000,205.071,208.214,195.74,196.428,588150.5399021289,0
CDR,D,20211015,000000,197.213,197.41,184.662,184.76,981405.1823249011,0
CDR,D,20211018,000000,185.428,188.08,182.776,185.683,340418.9821453566,0
CDR,D,20211019,000000,185.723,193.993,185.723,193.953,309331.7552204075,0
CDR,D,20211020,000000,193.482,194.051,190.044,190.143,212851.59140120586,0
CDR,D,20211021,000000,180.144,181.166,172.621,177.767,1283333.7138137994,0
CDR,D,20211022,000000,177.767,181.677,177.767,180.989,294764.5812516101,0
CDR,D,20211025,000000,182.187,184.328,181.402,183.857,226842.47261356903,0
CDR,D,20211026,000000,183.915,185.134,178.749,178.749,219205.0663131617,0
CDR,D,20211027,000000,178.573,179.869,173.053,174.841,355046.229034002,0
CDR,D,20211028,000000,175.783,177.296,169.734,169.734,376737.64402185235,0
CDR,D,20211029,000000,170.991,174.035,169.497,170.774,390645.0340574928,0
CDR,D,20211102,000000,173.053,173.053,167.612,170.323,329066.21848057094,0
CDR,D,20211103,000000,170.716,174.153,169.91,170.5,414200.7459305614,0
CDR,D,20211104,000000,170.912,178.356,170.127,177.865,286522.37301247055,0
CDR,D,20211105,000000,178.749,179.928,174.251,175.627,210467.00193905865,0
CDR,D,20211108,000000,175.627,178.631,175.037,175.803,87254.38879080437,0
CDR,D,20211109,000000,175.214,179.594,175.056,178.455,198493.14537423043,0
CDR,D,20211110,000000,179.004,179.241,175.174,177.512,151179.10279674488,0
CDR,D,20211112,000000,179.241,183.935,178.828,181.5,311350.8162381037,0
CDR,D,20211115,000000,181.421,186.469,180.046,180.046,262559.3871065744,0
CDR,D,20211116,000000,180.714,184.013,179.122,179.732,251846.04367331287,0
CDR,D,20211117,000000,181.205,181.205,176.019,176.726,202533.30377977403,0
CDR,D,20211118,000000,176.706,178.631,174.821,178.101,184563.35526678586,0
CDR,D,20211119,000000,176.786,186.214,175.312,185.625,472339.11411524855,0
CDR,D,20211122,000000,185.625,193.973,183.267,191.007,615446.0455815614,0
CDR,D,20211123,000000,190.536,197.41,186.999,197.41,977343.6420326239,0
CDR,D,20211124,000000,196.311,197.41,183.169,183.209,566641.3800439638,0
CDR,D,20211125,000000,185.625,187.569,181.873,183.738,198408.636012417,0
CDR,D,20211126,000000,181.695,183.464,177.865,182.206,563881.0802865389,0
CDR,D,20211129,000000,183.66,195.25,183.602,188.099,548681.613381792,0
CDR,D,20211130,000000,176.786,183.169,172.169,181.205,992832.2735006737,0
CDR,D,20211201,000000,180.262,182.285,174.919,181.695,459169.90826410486,0
CDR,D,20211202,000000,179.241,180.419,174.33,176.786,367702.2696038014,0
CDR,D,20211203,000000,178.337,180.301,176.706,178.219,633186.9024510848,0
CDR,D,20211206,000000,178.848,182.03,177.865,180.714,283718.2912965182,0
CDR,D,20211207,000000,181.597,186.293,180.125,182.266,371575.4456558895,0
CDR,D,20211208,000000,182.088,184.701,180.262,182.874,254503.50673744254,0
CDR,D,20211209,000000,180.714,183.425,175.39,176.923,324873.33231272077,0
CDR,D,20211210,000000,176.569,178.062,174.879,175.351,150066.22650207148,0
CDR,D,20211213,000000,175.469,180.301,175.469,179.359,271505.1612374087,0
CDR,D,20211214,000000,179.359,180.969,169.832,169.832,455675.4970625261,0
CDR,D,20211215,000000,170.107,178.318,169.852,175.803,377530.8102007637,0
CDR,D,20211216,000000,180.223,183.896,177.767,180.674,472794.24284692627,0
CDR,D,20211217,000000,179.457,185.683,178.848,185.585,766349.220221072,0
CDR,D,20211220,000000,180.949,189.592,180.773,189.592,416166.8613239942,0
CDR,D,20211221,000000,187.588,189.553,183.68,187.943,224572.93806569453,0
CDR,D,20211222,000000,187.981,194.306,187.588,194.306,340439.3458469995,0
CDR,D,20211223,000000,194.306,194.326,187.805,191.105,228421.67767581716,0
CDR,D,20211227,000000,187.765,193.737,184.839,191.793,306510.3643580642,0
CDR,D,20211228,000000,190.536,191.713,186.214,187.097,264738.30318214156,0
CDR,D,20211229,000000,186.116,190.044,185.153,186.724,165644.45825733792,0
CDR,D,20211230,000000,185.821,189.455,185.821,189.455,165777.8405030822,0
CDR,D,20220103,000000,189.435,198.294,188.924,197.017,662621.6149878793,0
CDR,D,20220104,000000,197.312,198.196,194.169,194.915,523189.3134826692,0
CDR,D,20220105,000000,194.464,200.357,193.678,200.357,355236.62964434235,0
CDR,D,20220107,000000,196.821,197.951,192.381,195.092,540303.9865267469,0
CDR,D,20220110,000000,195.053,196.094,184.741,184.741,410674.77099145285,0
CDR,D,20220111,000000,186.116,189.651,184.839,185.192,349787.3030852481,0
CDR,D,20220112,000000,185.919,193.147,182.678,192.499,533519.8193250888,0
CDR,D,20220113,000000,189.553,194.228,188.571,189.573,299803.5792226451,0
CDR,D,20220114,000000,189.513,191.851,186.311,187.588,261369.12874566205,0
CDR,D,20220117,000000,188.08,188.394,185.33,187.588,115894.91696361305,0
CDR,D,20220118,000000,186.606,204.384,183.13,190.536,1495704.7218562313,0
CDR,D,20220119,000000,188.571,188.944,183.66,184.387,551661.8411169357,0
CDR,D,20220120,000000,185.919,188.924,184.131,186.606,401786.01522520446,0
CDR,D,20220121,000000,185.625,187.588,180.871,182.678,383948.4307728901,0
CDR,D,20220124,000000,181.695,184.151,172.856,174.821,501687.28092007857,0
CDR,D,20220125,000000,174.821,177.65,169.321,169.734,524668.7364068843,0
CDR,D,20220126,000000,170.401,174.035,168.948,170.028,321871.7226908535,0
CDR,D,20220127,000000,168.889,172.581,165.549,172.267,274820.3718645441,0
CDR,D,20220128,000000,171.875,173.74,163.133,163.251,482964.8936314548,0
CDR,D,20220131,000000,166.178,176.844,163.526,176.844,533842.5839960927,0
CDR,D,20220201,000000,178.042,182.579,174.644,177.708,904329.5897992842,0
CDR,D,20220202,000000,178.749,183.267,177.708,182.521,379712.78083158284,0
CDR,D,20220203,000000,179.967,182.521,179.201,181.695,114576.3672823596,0
CDR,D,20220204,000000,179.732,183.994,174.703,174.703,366916.2307204646,0
CDR,D,20220207,000000,174.841,178.082,172.856,176.353,414431.87394418754,0
CDR,D,20220208,000000,176.058,176.786,170.303,175.272,504048.4521253309,0
CDR,D,20220209,000000,176.589,180.321,174.762,180.321,370573.5515351663,0
CDR,D,20220210,000000,180.518,180.714,174.978,178.238,201413.3001895261,0
CDR,D,20220211,000000,177.532,177.532,173.642,174.841,246975.04624081406,0
CDR,D,20220214,000000,170.578,177.552,169.812,175.607,474927.3405938045,0
CDR,D,20220215,000000,176.786,184.013,176.215,177.63,633601.3037794767,0
CDR,D,20220216,000000,184.151,184.642,176.981,178.553,340296.79993551946,0
CDR,D,20220217,000000,178.749,180.518,175.41,176.786,352355.16586216114,0
CDR,D,20220218,000000,176.786,179.064,171.678,171.678,279145.62209305796,0
CDR,D,20220221,000000,173.407,174.035,165.373,165.982,328256.76134034933,0
CDR,D,20220222,000000,163.035,168.044,156.357,168.044,410774.55312948587,0
CDR,D,20220223,000000,172.601,176.687,165.982,166.375,425897.65615308465,0
CDR,D,20220224,000000,157.143,161.071,147.518,157.005,777044.2363228519,0
CDR,D,20220225,000000,161.386,164.488,157.358,161.464,434823.0665822761,0
CDR,D,20220228,000000,158.537,166.964,156.199,165.392,665351.3691928448,0
CDR,D,20220301,000000,166.964,168.889,163.939,165.294,608337.0773387281,0
CDR,D,20220302,000000,164.017,171.875,163.016,169.439,592436.0809124577,0
CDR,D,20220303,000000,168.437,168.928,160.089,160.089,442289.4177889053,0
CDR,D,20220304,000000,160.089,162.918,156.71,158.4,318252.0747241958,0
CDR,D,20220307,000000,155.178,160.56,152.232,159.971,589144.288542207,0
CDR,D,20220308,000000,159.106,161.935,153.214,155.139,445168.8452009253,0
CDR,D,20220309,000000,157.536,161.562,157.299,159.166,357628.3464020641,0
CDR,D,20220310,000000,159.814,161.444,155.178,155.178,304020.9018324707,0
CDR,D,20220311,000000,157.476,162.328,155.689,160.6,349702.7937234346,0
CDR,D,20220314,000000,160.718,163.722,157.653,159.794,305567.5249720883,0
CDR,D,20220315,000000,160.089,166.375,158.851,163.939,363128.58221526054,0
CDR,D,20220316,000000,165.982,169.282,163.094,167.259,527475.8726780786,0
CDR,D,20220317,000000,168.437,170.794,165.785,169.91,395096.53923618636,0
CDR,D,20220318,000000,170.676,171.266,165.196,167.081,518262.3158706651,0
CDR,D,20220321,000000,165.549,169.714,165.196,168.26,186481.61596135836,0
CDR,D,20220322,000000,183.602,183.798,168.613,171.069,1128896.4187544347,0
CDR,D,20220323,000000,171.757,178.16,171.187,174.781,500830.9872660773,0
CDR,D,20220324,000000,174.821,174.841,170.893,172.837,242183.46724471546,0
CDR,D,20220325,000000,172.954,175.744,170.893,172.307,223210.6064259134,0
CDR,D,20220328,000000,171.992,175.665,170.676,173.249,210813.18486695748,0
CDR,D,20220329,000000,174.075,176.412,171.384,175.116,279920.4609404977,0
CDR,D,20220330,000000,175.116,179.535,174.624,178.376,289519.90989400516,0
CDR,D,20220331,000000,177.276,178.769,170.637,170.637,456483.9360176671,0
CDR,D,20220401,000000,170.893,173.544,170.008,172.621,231734.85193278128,0
CDR,D,20220404,000000,171.875,172.758,169.026,171.011,193213.85572383358,0
CDR,D,20220405,000000,171.875,176.706,171.364,173.151,341535.93118036265,0
CDR,D,20220406,000000,174.899,174.899,170.519,171.973,190677.55668446046,0
CDR,D,20220407,000000,173.446,174.173,170.598,170.893,241446.30124531957,0
CDR,D,20220408,000000,172.856,172.856,167.454,167.828,204442.40080861072,0
CDR,D,20220411,000000,167.062,172.758,165.884,172.641,242178.37631930225,0
CDR,D,20220412,000000,171.639,171.777,165.687,165.785,257648.68045588053,0
CDR,D,20220413,000000,166.964,168.26,165.176,166.846,126640.84231949513,0
CDR,D,20220414,000000,164.823,167.219,160.049,164.017,475842.6889825631,0
CDR,D,20220419,000000,164.017,164.96,147.125,147.223,1701109.3075673599,0
CDR,D,20220420,000000,147.321,149.678,134.985,134.985,1251988.8860630372,0
CDR,D,20220421,000000,135.535,137.244,125.517,126.343,1430051.129580984,0
CDR,D,20220422,000000,126.696,129.74,123.377,125.321,1089837.8208221972,0
CDR,D,20220425,000000,124.732,128.955,123.455,128.386,939674.8667373448,0
CDR,D,20220426,000000,129.583,130.821,124.516,125.675,579949.059066275,0
CDR,D,20220427,000000,125.714,128.582,122.767,126.814,655150.1728558469,0
CDR,D,20220428,000000,127.678,128.366,120.155,121.274,653223.7666806193,0
CDR,D,20220429,000000,121.943,124.634,117.602,118.819,654298.9701272589,0
CDR,D,20220502,000000,117.68,119.055,113.437,117.287,396315.30677938665,0
CDR,D,20220504,000000,117.857,121.471,113.162,120.862,762041.279138939,0
CDR,D,20220505,000000,122.473,123.18,116.776,117.346,424828.5618169389,0
CDR,D,20220506,000000,114.911,116.345,112.318,115.637,506131.6588031977,0
CDR,D,20220509,000000,115.637,115.892,112.102,113.005,303030.20774764457,0
CDR,D,20220510,000000,115.264,116.089,111.257,114.42,305962.580783928,0
CDR,D,20220511,000000,115.362,119.291,113.712,118.917,415447.00447098917,0
CDR,D,20220512,000000,115.028,117.385,111.591,114.538,395517.0496750621,0
CDR,D,20220513,000000,115.284,119.546,114.183,118.525,334098.08915603143,0
CDR,D,20220516,000000,118.348,119.232,114.793,114.793,237444.83387289042,0
CDR,D,20220517,000000,116.364,123.16,115.304,121.923,558355.3898462965,0
CDR,D,20220518,000000,122.571,122.728,116.698,116.973,437498.8569778874,0
CDR,D,20220519,000000,115.107,115.932,112.691,114.793,689042.499681829,0
CDR,D,20220520,000000,114.911,119.507,114.556,116.246,396505.707389727,0
CDR,D,20220523,000000,117.857,119.684,113.457,114.538,282691.96073381946,0
CDR,D,20220524,000000,113.575,114.714,108.841,109.018,575507.7357383978,0
CDR,D,20220525,000000,109.018,109.391,103.989,106.072,489114.7315270019,0
CDR,D,20220526,000000,106.562,109.607,104.716,108.645,385468.5811003809,0
CDR,D,20220527,000000,110.059,112.691,105.286,110.275,607009.3639917489,0
CDR,D,20220530,000000,111.964,115.873,111.001,111.08,348068.6066667517,0
CDR,D,20220531,000000,111.08,111.139,106.543,106.72,1205014.917302997,0
CDR,D,20220601,000000,107.348,108.645,106.267,106.425,294006.03336549073,0
CDR,D,20220602,000000,107.112,107.112,104.558,106.012,250655.78531240052,0
CDR,D,20220603,000000,106.955,107.741,102.142,102.339,264823.8307290356,0
CDR,D,20220606,000000,102.732,106.798,101.73,104.991,280887.7367684391,0
CDR,D,20220607,000000,104.558,104.971,101.671,103.301,397671.529308674,0
CDR,D,20220608,000000,102.417,103.969,101.18,101.534,352142.36518000654,0
CDR,D,20220609,000000,101.651,101.651,91.4863,92.272,1124227.0219681833,0
CDR,D,20220610,000000,91.5845,94.1872,88.0586,91.9577,965874.8052684849,0
CDR,D,20220613,000000,89.964,91.1229,86.7229,86.8506,605177.6490291512,0
CDR,D,20220614,000000,86.9194,90.7498,84.8176,89.7676,614518.4789718151,0
CDR,D,20220615,000000,89.8657,90.2587,88.3042,90.1703,421333.13243027957,0
CDR,D,20220617,000000,88.7462,91.6926,88.3926,88.9131,864526.6985720363,0
CDR,D,20220620,000000,88.9818,91.8497,88.9818,90.8479,219912.70494517894,0
CDR,D,20220621,000000,91.5256,92.0265,89.139,89.7381,289833.5108992734,0
CDR,D,20220622,000000,88.5792,90.072,86.7917,89.3256,251463.20608246088,0
CDR,D,20220623,000000,88.3926,90.0622,87.4596,89.0506,210550.49311579147,0
CDR,D,20220624,000000,89.8657,92.9694,89.0702,92.7238,230172.9560169341,0
CDR,D,20220627,000000,93.0087,93.7943,91.4175,93.2836,330190.2948111514,0
CDR,D,20220628,000000,93.6961,96.1023,93.3033,95.6604,296695.06016716023,0
CDR,D,20220629,000000,94.7765,96.5934,92.5274,96.5934,318261.2383899315,0
CDR,D,20220630,000000,95.2676,99.2944,93.7059,93.9712,584329.2912892236,0
CDR,D,20220701,000000,93.6961,96.5247,91.889,96.2104,315327.8471685574,0
CDR,D,20220704,000000,97.1431,97.1431,93.3824,94.5632,261154.97934074243,0
CDR,D,20220705,000000,96.0318,96.0318,88.1929,91.1201,375560.44369050633,0
CDR,D,20220706,000000,90.8918,98.314,90.743,96.6966,494381.04126950813,0
CDR,D,20220707,000000,97.1332,103.117,96.7462,102.978,452801.59210906597,0
CDR,D,20220708,000000,102.998,104.089,99.723,102.998,316245.8850646159,0
CDR,D,20220711,000000,103.196,105.2,101.827,103.692,436419.94621971145,0
CDR,D,20220712,000000,103.692,103.692,100.12,101.231,424056.3638284102,0
CDR,D,20220713,000000,101.231,101.727,95.4662,96.8951,220306.1787973277,0
CDR,D,20220714,000000,96.8951,98.1553,93.0848,94.087,280270.76274457364,0
CDR,D,20220715,000000,94.2656,96.8157,92.281,92.5985,339295.0775060448,0
CDR,D,20220718,000000,94.2656,94.8212,90.5545,93.0848,350461.4039566168,0
CDR,D,20220719,000000,93.0748,93.2733,90.0186,93.2634,285617.09503882314,0
CDR,D,20220720,000000,94.8708,95.0495,91.0903,93.6702,353392.06075429404,0
CDR,D,20220721,000000,94.2656,94.5632,90.9712,91.8345,423219.89713581325,0
CDR,D,20220722,000000,92.281,98.0362,91.9833,97.7484,395757.58704753825,0
CDR,D,20220725,000000,96.2501,96.2501,89.4034,89.4034,538913.3186339374,0
CDR,D,20220726,000000,89.0363,89.8996,86.129,88.9371,474895.39849678165,0
CDR,D,20220727,000000,90.4949,90.4949,85.8313,88.2524,368702.42460240686,0
CDR,D,20220728,000000,91.0705,91.1796,87.3891,87.8158,243599.25670816444,0
CDR,D,20220729,000000,89.205,90.108,88.1135,90.108,327430.3517567141,0
CDR,D,20220801,000000,88.6096,90.4453,86.7243,89.6714,229249.31786974432,0
CDR,D,20220802,000000,89.3042,89.4531,85.732,85.8313,302391.77949457866,0
CDR,D,20220803,000000,85.9107,88.5005,85.8809,87.022,254370.52900994362,0
CDR,D,20220804,000000,87.8158,92.8268,87.022,91.765,442656.15813994064,0
CDR,D,20220805,000000,91.7849,94.1564,91.3086,91.9436,429798.75806264847,0
CDR,D,20220808,000000,92.7772,92.7772,89.4134,90.9911,334399.2278763626,0
CDR,D,20220809,000000,91.259,92.4199,87.7761,87.8158,237177.61120788963,0
CDR,D,20220810,000000,88.8081,92.033,86.9228,91.2888,283729.5021289024,0
CDR,D,20220811,000000,91.2888,95.1586,90.7529,94.8708,343473.37980424624,0
CDR,D,20220812,000000,95.6547,95.6547,92.4696,93.2733,287448.25164177344,0
CDR,D,20220816,000000,94.7319,95.9425,91.1002,91.8345,298128.82273592165,0
CDR,D,20220817,000000,91.8345,93.1641,90.9911,92.7772,288597.13360509946,0
CDR,D,20220818,000000,92.7772,93.7694,90.098,91.388,188176.78768083983,0
CDR,D,20220819,000000,90.2667,90.6934,88.2425,88.2425,472388.01400138246,0
CDR,D,20220822,000000,87.7166,88.2425,85.0375,85.3947,499988.39148349577,0
CDR,D,20220823,000000,85.3947,85.7916,83.2514,83.3506,372934.13983399095,0
CDR,D,20220824,000000,83.3506,84.2933,81.9416,83.3605,363105.15230037825,0
CDR,D,20220825,000000,84.1444,85.0771,81.5149,82.1996,210764.4117545465,0
CDR,D,20220826,000000,82.2591,85.1962,81.3661,83.3506,456045.67196866806,0
CDR,D,20220829,000000,81.6836,82.2889,80.225,81.892,205573.27930446563,0
CDR,D,20220830,000000,82.2194,83.0232,80.8699,81.2768,370007.51420109737,0
CDR,D,20220831,000000,81.376,85.3351,81.3661,83.4697,574850.1448885355,0
CDR,D,20220901,000000,83.3506,83.3506,80.6715,80.8699,372128.91466846684,0
CDR,D,20220902,000000,81.2867,81.8622,79.5006,81.3661,377406.7171613951,0
CDR,D,20220905,000000,81.4157,82.7255,80.3738,81.0287,364036.3513653898,0
CDR,D,20220906,000000,81.5645,81.753,77.8137,77.9626,419126.2492980674,0
CDR,D,20220907,000000,80.3738,83.5491,76.2162,77.2878,710454.4970440558,0
CDR,D,20220908,000000,80.3738,83.7872,78.419,81.4752,967443.2675809477,0
CDR,D,20220909,000000,84.0452,87.1212,82.3583,87.1212,614789.9177732484,0
CDR,D,20220912,000000,87.3197,87.5281,81.9813,83.9857,640160.053338835,0
CDR,D,20220913,000000,84.7398,88.7882,84.3528,85.4939,862642.0533281108,0
CDR,D,20220914,000000,85.2359,89.9492,84.3528,89.7408,657835.703123725,0
CDR,D,20220915,000000,89.8996,91.8841,87.8158,90.9911,1043192.8850295753,0
CDR,D,20220916,000000,89.1653,90.2369,85.8412,88.0837,2842676.62627513,0
CDR,D,20220919,000000,94.3648,96.7065,87.2204,88.2226,1650584.6076337218,0
CDR,D,20220920,000000,89.1058,89.9492,87.1411,88.5997,548541.7557195659,0
CDR,D,20220921,000000,87.7364,89.5324,86.0496,87.2403,406787.86168666376,0
CDR,D,20220922,000000,86.0297,90.7926,85.3848,87.8059,947901.1885012508,0
CDR,D,20220923,000000,89.3042,92.9061,87.8158,89.7904,1568434.5082999333,0
CDR,D,20220926,000000,94.2358,103.196,90.4056,101.886,1487310.340403571,0
CDR,D,20220927,000000,101.529,106.153,99.2467,103.256,1651709.302608346,0
CDR,D,20220928,000000,102.204,105.677,99.9215,104.942,844389.9469791659,0
CDR,D,20220929,000000,106.173,107.661,97.0638,97.8576,913242.2414830539,0
CDR,D,20220930,000000,97.8576,101.172,96.2501,99.4254,706465.6594906837,0
CDR,D,20221003,000000,99.2269,105.101,95.8532,104.526,1024872.2488793092,0
CDR,D,20221004,000000,106.173,108.653,104.903,107.562,933835.4467800745,0
